product_type,cost_per_unit,time_delivery,revenue,generic_holiday,day_of_week,number_of_product_units
200,1203,12,6567,0,3,7
76,661,10,7441,0,4,13
128,164,7,6804,0,6,47
846,697,6,17008,0,2,28
943,869,6,5292,0,2,7
211,1897,5,16704,0,5,10
558,323,14,2903,0,6,11
900,1161,13,7556,0,4,8
605,51,6,4649,0,4,103
610,114,9,2836,0,6,28
616,1246,10,9350,0,2,9
920,202,13,5412,0,5,31
365,1429,9,3904,0,2,4
425,1774,14,2135,0,6,2
792,1028,11,12011,0,1,14
89,321,9,5247,0,4,19
93,638,14,6605,0,2,12
182,1592,11,6601,0,1,5
104,1951,10,10018,0,1,6
582,1745,14,5076,0,1,4
431,543,12,9072,0,6,19
529,1504,6,5947,0,4,5
108,1543,5,14828,0,6,11
391,497,13,4086,0,6,10
731,1525,9,12859,0,1,10
18,1061,8,5940,0,4,7
494,1890,9,5864,0,7,4
239,1749,6,5167,0,2,4
994,1588,6,4583,0,5,4
19,1967,5,6673,0,2,4
238,208,12,10368,0,1,56
269,1248,9,7278,0,6,7
269,1248,9,8991,0,4,9
319,1322,11,7782,0,3,7
882,1454,8,8329,0,1,7
643,51,11,10400,0,4,229
19,1967,5,7300,0,5,5
76,661,10,7908,0,4,14
117,369,14,4476,0,3,14
767,984,14,5142,0,4,6
306,1985,10,4303,0,3,3
918,1717,6,2843,0,6,2
587,783,7,7634,0,2,11
801,166,13,4743,0,5,33
288,1748,6,4741,0,4,4
747,1589,10,9018,0,4,7
799,490,12,8538,0,5,20
958,824,9,4358,0,3,6
71,1374,13,10779,0,3,9
1084,1659,13,7119,0,2,5
503,568,6,4577,0,4,10
152,674,12,3951,0,6,7
1096,1512,6,6339,0,3,5
670,603,11,7349,0,2,14
315,880,7,4274,0,5,6
479,451,9,15426,0,4,39
484,829,11,5252,0,4,8
209,593,5,6341,0,2,12
173,832,9,6509,0,1,9
838,572,13,7404,0,6,15
824,528,6,5287,0,6,12
486,681,14,5462,0,1,9
401,1837,5,6191,0,4,4
488,616,11,2436,0,3,5
47,1198,8,7394,0,5,7
104,1951,10,8143,0,5,5
593,938,12,6434,0,3,8
42,483,10,11149,0,3,26
572,1509,12,6971,0,5,6
669,1572,9,4290,0,1,4
182,1592,11,4088,0,5,3
632,1952,5,7280,0,3,5
1003,1224,6,12035,0,2,12
543,203,5,3595,0,3,20
105,1949,14,3272,0,3,2
177,902,12,3049,0,5,4
581,165,11,4142,0,2,29
874,684,14,4182,0,6,7
179,1112,10,4866,0,4,5
333,66,12,11427,0,1,194
651,1008,12,7340,0,5,9
528,380,11,7339,0,6,22
717,1863,12,4706,0,3,3
529,1504,6,8172,0,5,7
58,1817,6,5741,0,3,4
128,164,7,10497,0,1,72
895,452,8,7922,0,3,20
1098,479,13,6191,0,2,15
480,1137,14,2701,0,6,3
136,1381,10,2765,0,1,3
849,1631,5,5796,0,4,4
1068,423,13,3815,0,6,11
939,1406,6,6356,0,6,6
145,1371,9,7189,0,3,6
1034,154,13,6982,0,3,51
444,56,7,11297,0,2,226
308,692,7,7878,0,1,13
1004,1748,13,4732,0,5,4
870,1432,14,5183,0,6,5
33,1614,6,8939,0,6,7
924,1646,13,3873,0,3,3
1002,76,6,9830,0,2,145
335,837,6,6381,0,7,9
537,1721,11,5276,0,4,4
460,1094,11,6802,0,2,7
745,1323,7,7996,0,3,7
1082,461,12,5376,0,3,14
402,1935,6,5902,0,3,4
853,1863,14,6957,0,6,5
16,1173,13,6098,0,1,6
649,471,9,4003,0,3,10
411,1225,5,8514,0,5,8
964,735,12,8479,0,1,13
983,1027,9,0,1,6,0
305,1657,5,6221,0,4,5
378,931,10,4489,0,4,6
338,285,8,11929,0,1,47
336,538,5,10592,0,4,23
290,835,12,6737,0,4,10
143,759,8,8880,0,1,14
817,1385,12,22784,0,3,19
79,1814,10,4751,0,1,3
1022,1297,11,12111,0,1,11
964,735,12,8990,0,1,14
1005,1054,12,6076,0,3,7
967,1089,5,6199,0,6,7
555,238,14,4888,0,6,24
105,1949,14,3007,0,6,2
127,546,12,10408,0,1,22
754,729,5,8209,0,4,13
1024,795,14,9661,0,4,14
302,1786,13,3541,0,6,3
1085,1956,10,8764,0,2,6
889,1852,11,4233,0,2,3
152,674,12,7941,0,3,14
28,1930,8,6409,0,4,4
112,1540,10,6505,0,1,5
416,778,7,9116,0,6,14
1067,200,5,5286,0,5,30
642,1026,14,3689,0,6,5
101,1769,13,7883,0,2,5
77,1912,11,9466,0,2,6
819,1559,7,5413,0,3,4
342,1539,9,10284,0,5,8
386,1816,7,4992,0,4,4
331,614,5,5194,0,3,10
622,1437,14,5990,0,1,5
696,1131,6,5830,0,2,6
455,1807,10,7820,0,6,5
104,1951,10,11023,0,6,7
662,182,14,7222,0,6,45
687,886,8,7244,0,3,10
984,506,11,7433,0,5,17
1034,154,13,6830,0,4,50
229,1477,9,7588,0,1,6
783,1975,12,9293,0,5,6
920,202,13,8374,0,5,47
285,1343,12,5160,0,5,5
936,1533,5,7538,0,5,6
691,559,6,9782,0,1,20
958,824,9,4894,0,1,7
1027,576,9,17859,0,1,35
932,619,13,6706,0,3,13
840,1825,7,6412,0,4,4
436,1563,7,6870,0,3,5
227,1374,6,5299,0,4,5
6,533,10,4259,0,2,9
410,282,10,9394,0,1,38
964,735,12,7703,0,2,12
84,744,14,10929,0,6,17
231,1289,14,5713,0,2,5
1006,339,7,10135,0,6,34
425,1774,14,1997,0,6,2
885,371,5,5932,0,5,18
289,1906,13,5796,0,3,4
300,624,10,8566,0,1,16
455,1807,10,6018,0,5,4
175,795,7,4613,0,4,7
452,197,9,5024,0,3,29
592,1602,13,6237,0,2,5
11,554,13,11529,0,3,24
564,125,12,5274,0,2,48
374,1027,13,7202,0,1,8
376,589,5,11566,0,2,22
865,1226,14,6842,0,6,7
304,1347,5,4742,0,6,4
614,1422,10,13645,0,1,11
167,585,6,11295,0,4,22
479,451,9,0,1,7,0
913,599,8,11692,0,2,22
497,361,10,0,1,5,0
418,833,11,3176,0,6,5
854,1207,8,4051,0,5,4
519,1762,11,3241,0,2,3
205,926,5,6404,0,4,8
69,1268,7,10062,0,3,9
386,1816,7,7179,0,5,5
284,1334,7,5848,0,5,5
891,372,13,6677,0,4,21
195,1783,14,12140,0,5,8
1095,485,13,4272,0,5,10
388,701,10,15546,0,1,25
751,401,7,3235,0,4,10
346,977,8,7467,0,2,9
1089,866,7,9654,0,5,13
68,424,6,3761,0,2,10
146,185,9,9140,0,3,56
626,1147,7,11401,0,4,12
775,1643,5,8259,0,2,6
607,1220,5,931,0,6,1
435,1228,9,3610,0,4,4
905,987,13,7616,0,2,9
4,131,9,10399,0,6,89
31,801,11,6667,0,5,10
638,99,7,5363,0,6,61
1108,298,13,5137,0,5,20
845,1530,11,5113,0,2,4
730,923,10,6511,0,4,8
302,1786,13,4380,0,1,3
937,181,6,4836,0,1,30
981,131,14,5226,0,6,45
967,1089,5,8671,0,3,9
600,502,8,4757,0,4,11
848,402,13,7295,0,4,21
534,888,11,7759,0,6,10
449,1672,14,13216,0,2,9
163,1099,10,6545,0,3,7
759,680,5,8089,0,3,14
103,1468,5,4128,0,3,4
888,637,10,6176,0,4,11
1044,1909,6,5034,0,1,3
687,886,8,7685,0,4,10
135,177,9,5019,0,4,32
868,1716,5,9321,0,3,7
282,89,6,3511,0,3,45
251,1627,9,22811,0,6,16
802,521,12,5328,0,6,12
788,1578,11,18255,0,5,13
112,1540,10,6311,0,5,5
498,1252,6,7211,0,1,7
64,221,6,7923,0,3,41
781,1974,8,4865,0,1,3
348,59,9,17157,0,3,326
1066,1303,6,10557,0,5,10
297,669,9,7550,0,2,13
260,1890,10,6246,0,4,4
675,485,11,2943,0,2,7
640,1013,6,9225,0,1,11
319,1322,11,6700,0,3,6
997,273,12,4831,0,5,20
52,456,9,7775,0,1,20
228,431,5,10369,0,5,27
73,81,8,6697,0,1,93
788,1578,11,15793,0,4,12
217,1696,5,6299,0,1,5
364,1840,9,2742,0,2,2
136,1381,10,4626,0,1,4
350,586,8,6743,0,1,13
191,1317,14,8010,0,1,7
146,185,9,8608,0,4,53
440,298,9,6341,0,2,24
530,1283,14,5886,0,3,6
800,1544,13,4279,0,4,4
896,1119,14,7898,0,5,8
582,1745,14,5833,0,4,4
28,1930,8,5866,0,5,4
835,95,6,3871,0,6,46
172,295,7,7433,0,3,29
740,793,13,5480,0,6,8
1002,76,6,8315,0,5,123
711,1304,10,4688,0,3,5
959,203,13,9956,0,1,55
866,1533,6,6559,0,6,5
341,1951,12,4825,0,6,3
1073,719,5,6146,0,6,10
847,669,5,9011,0,4,16
924,1646,13,4359,0,3,3
701,1421,14,4324,0,4,4
623,1913,11,5396,0,2,4
877,104,7,6175,0,1,67
1012,201,12,6093,0,2,34
449,1672,14,10265,0,5,7
204,1622,14,5099,0,1,4
795,1112,9,5878,0,2,6
670,603,11,4433,0,6,9
494,1890,9,6595,0,3,4
856,1748,10,7467,0,5,5
184,633,5,7142,0,2,13
448,1763,14,8771,0,4,6
42,483,10,7807,0,3,19
662,182,14,6456,0,2,40
31,801,11,8121,0,2,12
382,1283,6,6050,0,6,6
907,50,5,4646,0,2,105
1004,1748,13,5941,0,3,4
383,1599,8,15652,0,3,11
668,1838,11,11134,0,2,7
77,1912,11,7474,0,4,5
113,291,9,6516,0,2,26
388,701,10,14779,0,1,24
698,771,11,18666,0,4,28
298,646,13,8564,0,2,15
1044,1909,6,6854,0,6,5
353,1568,5,5635,0,2,5
914,277,14,7519,0,3,31
1068,423,13,4207,0,1,12
958,824,9,4737,0,5,7
265,1508,8,5849,0,5,5
908,452,9,3357,0,4,9
1067,200,5,7910,0,1,45
608,1941,8,9363,0,3,6
101,1769,13,9544,0,6,7
80,486,5,11934,0,4,28
749,625,5,6209,0,3,12
228,431,5,8837,0,1,23
167,585,6,10863,0,3,21
116,1457,9,8285,0,3,7
691,559,6,8630,0,2,18
770,170,7,9380,0,4,62
1101,1402,7,8062,0,6,7
348,59,9,8944,0,2,170
611,1718,12,6026,0,1,4
432,725,5,13137,0,4,21
708,883,9,2991,0,2,4
331,614,5,5850,0,6,11
860,1159,7,6289,0,5,7
964,735,12,6919,0,1,11
862,1940,10,8673,0,4,6
940,261,8,4946,0,4,22
119,573,10,6187,0,5,13
1072,1165,12,6106,0,3,6
949,285,11,5369,0,4,22
1034,154,13,9599,0,1,70
60,1552,11,5812,0,6,5
1093,1561,8,9187,0,5,7
653,1678,7,6514,0,4,5
273,387,14,5750,0,2,17
380,300,10,15946,0,3,60
1111,1269,11,5316,0,3,5
1083,1834,8,0,1,3,0
461,846,9,4056,0,4,6
591,60,9,7918,0,1,148
974,1115,14,8903,0,4,9
922,1478,11,8104,0,6,7
753,203,13,8272,0,2,46
833,1794,14,4726,0,3,3
235,1873,9,4002,0,2,3
809,1609,11,11742,0,2,9
724,1126,5,7072,0,1,8
889,1852,11,3320,0,1,3
1013,921,7,5905,0,5,8
228,431,5,8919,0,1,24
898,1202,9,7827,0,3,8
852,1675,11,6647,0,3,5
916,1202,10,6271,0,3,6
1057,1228,11,6901,0,6,7
391,497,13,3953,0,6,9
543,203,5,0,1,1,0
963,386,6,3727,0,6,11
782,1579,5,13649,0,1,10
710,115,7,5429,0,4,53
201,1862,13,6203,0,1,4
95,1801,7,6055,0,1,4
339,1801,11,6382,0,6,4
647,396,12,4715,0,4,14
808,1573,11,4580,0,6,4
235,1873,9,5855,0,5,4
689,1368,9,5670,0,5,5
661,1099,11,6099,0,2,7
791,203,6,5603,0,5,31
296,613,11,8922,0,1,17
192,323,13,11033,0,5,39
1070,1288,14,6336,0,4,6
220,1015,7,7383,0,5,9
791,203,6,13446,0,2,75
1084,1659,13,6874,0,2,5
800,1544,13,4741,0,3,4
1094,813,13,4491,0,3,7
919,1418,11,7509,0,4,6
64,221,6,14554,0,3,74
256,1394,5,8710,0,5,7
351,773,11,5002,0,5,8
91,131,14,6157,0,3,53
815,574,5,6195,0,2,13
916,1202,10,8336,0,2,8
524,976,14,2147,0,7,3
1052,281,6,8044,0,3,33
654,677,11,2684,0,6,5
1010,168,6,8682,0,6,58
138,1014,8,9968,0,1,12
937,181,6,7208,0,5,45
636,1589,14,6981,0,2,5
485,836,8,5331,0,2,8
329,1047,11,3861,0,6,5
898,1202,9,6156,0,1,6
311,57,12,8288,0,2,163
151,1223,14,5948,0,5,6
645,822,12,15243,0,4,21
658,878,7,4725,0,2,7
304,1347,5,5841,0,6,5
1082,461,12,6429,0,5,16
635,503,13,4331,0,3,10
42,483,10,11113,0,4,26
39,1083,13,3735,0,4,4
409,1755,11,6255,0,4,4
115,1989,7,7664,0,6,5
659,1101,5,3862,0,6,4
569,1323,14,2559,0,6,3
710,115,7,4409,0,6,43
861,1701,9,2419,0,6,2
144,561,5,6206,0,3,13
956,1129,6,3482,0,2,4
752,372,10,3801,0,6,12
237,1243,5,4704,0,3,5
444,56,7,12354,0,1,248
812,328,5,6256,0,5,22
320,823,14,11496,0,6,16
804,1902,13,6187,0,6,4
649,471,9,6402,0,5,16
590,245,6,4838,0,2,23
364,1840,9,4527,0,5,3
131,510,14,4228,0,2,10
571,1090,8,6758,0,5,7
227,1374,6,6327,0,5,6
590,245,6,5458,0,4,25
636,1589,14,4298,0,3,4
620,1447,9,7528,0,5,6
547,297,8,5473,0,5,21
114,201,12,5352,0,6,30
473,298,5,4217,0,4,16
864,310,14,3693,0,5,14
416,778,7,9237,0,6,14
530,1283,14,3707,0,4,4
557,911,13,3448,0,1,5
904,1566,8,4648,0,4,4
585,970,7,4776,0,3,6
162,1896,11,8696,0,4,6
559,1010,14,7427,0,3,9
104,1951,10,10616,0,5,7
523,300,13,10388,0,4,39
769,1241,9,8658,0,1,8
843,1873,13,6942,0,1,5
854,1207,8,10329,0,2,10
708,883,9,3644,0,6,5
944,1651,7,7050,0,2,5
997,273,12,6215,0,4,26
828,1008,8,5164,0,4,6
249,211,11,5052,0,3,27
689,1368,9,5062,0,3,5
757,606,5,6785,0,1,13
653,1678,7,4993,0,6,4
109,1903,13,6978,0,1,5
942,1472,5,8082,0,5,7
96,790,11,5603,0,3,8
561,1478,9,7172,0,5,6
197,859,14,4870,0,6,7
1017,142,6,7439,0,4,59
1104,508,14,7453,0,1,17
1077,410,5,2535,0,6,7
325,1285,13,4815,0,6,5
572,1509,12,9434,0,1,8
271,1078,13,5928,0,1,7
376,589,5,7538,0,1,15
601,692,6,5717,0,6,10
435,1228,9,4098,0,2,4
938,196,9,7540,0,2,44
778,603,8,6283,0,4,12
831,1155,12,11867,0,5,12
67,1161,10,7205,0,1,7
377,1240,8,4930,0,6,5
392,1607,8,8539,0,2,6
289,1906,13,7062,0,3,5
126,890,5,6896,0,2,9
667,400,13,10148,0,5,29
1045,1788,10,5520,0,3,4
111,1986,13,6794,0,2,4
766,829,14,4939,0,2,7
391,497,13,6221,0,4,15
70,633,7,5245,0,6,10
13,523,8,3292,0,4,8
508,1522,6,5813,0,6,5
410,282,10,7273,0,5,29
227,1374,6,5408,0,1,5
274,1596,7,3332,0,3,3
328,178,14,2775,0,6,18
582,1745,14,7958,0,5,6
373,1417,12,4972,0,1,4
653,1678,7,7403,0,2,5
680,1788,11,5750,0,3,4
635,503,13,6677,0,3,15
60,1552,11,9108,0,4,7
872,1239,10,9845,0,2,9
808,1573,11,6195,0,2,5
358,460,7,0,1,3,0
187,1870,8,5028,0,3,4
127,546,12,4223,0,6,9
665,799,9,4433,0,6,7
166,186,11,5148,0,4,31
688,1010,7,4324,0,2,5
947,608,12,8308,0,6,16
419,131,9,6898,0,1,59
702,1447,9,4255,0,5,4
701,1421,14,3634,0,3,3
594,284,8,2371,0,6,10
920,202,13,8277,0,2,46
1069,1545,13,8818,0,1,7
283,462,10,6034,0,6,15
1040,223,8,12139,0,1,61
745,1323,7,6272,0,4,6
683,335,8,7421,0,2,25
99,459,8,3590,0,3,9
452,197,9,6438,0,4,37
663,557,11,2119,0,6,5
923,456,11,5165,0,1,13
523,300,13,0,1,4,0
159,1643,13,9127,0,4,7
28,1930,8,9103,0,2,6
219,1742,9,1670,0,6,2
280,52,6,4302,0,2,93
102,1651,8,6246,0,2,5
192,323,13,8263,0,3,29
732,1653,6,9374,0,4,7
946,192,7,2867,0,6,17
968,242,7,11906,0,1,56
1049,1818,9,4983,0,2,4
211,1897,5,14528,0,5,9
890,1355,5,5019,0,1,5
526,1500,14,7626,0,2,6
405,1486,5,3671,0,4,3
679,1784,6,13080,0,1,9
459,1765,10,15682,0,1,10
251,1627,9,20540,0,3,15
561,1478,9,5428,0,2,5
1001,217,8,10068,0,1,52
256,1394,5,7797,0,3,7
492,63,7,7698,0,4,137
435,1228,9,3482,0,3,4
520,557,11,4102,0,2,9
530,1283,14,5874,0,3,6
338,285,8,7155,0,6,29
1091,1225,14,7396,0,6,7
978,1893,5,10776,0,1,7
273,387,14,9210,0,2,27
944,1651,7,7229,0,2,5
397,77,6,3584,0,4,53
535,1462,5,8749,0,3,7
52,456,9,7463,0,3,19
565,520,5,5151,0,6,12
317,314,14,5986,0,6,22
554,729,13,6553,0,2,11
846,697,6,11942,0,5,20
268,847,13,6990,0,1,10
30,275,7,4035,0,6,17
598,655,8,5306,0,5,10
786,1584,12,1184,0,6,1
19,1967,5,6635,0,1,4
553,945,10,6161,0,6,8
326,314,13,5091,0,5,19
583,1999,5,4062,0,5,3
392,1607,8,8668,0,5,7
102,1651,8,9485,0,6,7
557,911,13,6839,0,6,9
388,701,10,8192,0,4,14
263,1696,6,3794,0,6,3
143,759,8,5045,0,5,8
160,1347,10,6567,0,5,6
301,419,11,5869,0,5,16
901,80,13,6696,0,3,94
910,1209,11,4663,0,5,5
66,182,5,5264,0,4,33
93,638,14,6000,0,5,11
477,545,12,6564,0,4,14
1087,86,14,5744,0,5,75
991,1581,6,6029,0,2,5
438,1979,11,8608,0,1,5
772,243,12,3098,0,3,15
959,203,13,7220,0,2,40
994,1588,6,3577,0,5,3
372,479,6,7676,0,3,18
662,182,14,7126,0,6,44
348,59,9,0,1,2,0
428,1558,10,4846,0,3,4
427,915,6,5147,0,6,7
677,541,13,6577,0,6,14
787,1045,13,9974,0,4,11
681,1394,8,1992,0,3,2
809,1609,11,9938,0,3,7
503,568,6,11923,0,1,24
108,1543,5,10674,0,3,8
452,197,9,8758,0,1,50
46,1423,11,5554,0,3,5
205,926,5,7309,0,5,9
596,665,11,3366,0,3,6
550,347,9,8123,0,6,27
673,1467,14,11236,0,1,9
972,416,10,3857,0,4,11
172,295,7,6761,0,4,26
78,1169,6,3380,0,1,4
56,1820,5,6005,0,2,4
168,568,5,5930,0,5,12
908,452,9,7092,0,1,18
815,574,5,8486,0,5,17
612,1419,12,4204,0,2,4
685,1360,6,9421,0,2,8
255,1603,13,5347,0,5,4
46,1423,11,4160,0,6,4
312,623,13,5917,0,3,11
298,646,13,8661,0,6,16
670,603,11,6886,0,4,13
233,443,12,10820,0,3,28
1089,866,7,13519,0,1,18
380,300,10,15678,0,1,59
706,1687,9,6595,0,6,5
1051,1015,7,5575,0,6,7
460,1094,11,2207,0,3,3
155,1641,8,7026,0,6,5
1024,795,14,4481,0,4,7
218,456,12,6734,0,2,17
674,395,8,7116,0,3,21
836,353,11,7271,0,3,24
730,923,10,6029,0,3,8
531,340,9,4967,0,5,17
628,811,12,7504,0,1,11
839,1511,8,3654,0,6,3
360,179,14,4758,0,6,30
185,1130,11,7124,0,2,8
389,1624,6,13980,0,2,10
121,629,12,2364,0,6,5
650,755,14,5501,0,5,9
525,1369,12,7924,0,4,7
601,692,6,5196,0,2,9
167,585,6,5508,0,6,11
323,108,13,9641,0,3,100
128,164,7,8746,0,4,60
808,1573,11,9240,0,1,7
484,829,11,8767,0,5,12
707,1615,10,10868,0,3,8
493,882,9,13032,0,1,17
422,230,8,4548,0,3,23
946,192,7,3004,0,6,18
570,1977,13,2636,0,6,2
852,1675,11,4060,0,3,3
564,125,12,4405,0,3,40
512,133,13,5062,0,2,43
540,1621,14,9406,0,1,7
947,608,12,9648,0,6,18
1022,1297,11,5993,0,5,6
533,709,11,15026,0,2,24
1051,1015,7,9398,0,2,11
624,626,14,6999,0,1,13
262,827,6,29873,0,7,41
854,1207,8,5300,0,5,5
513,1781,13,19054,0,5,12
363,1985,12,7178,0,4,5
226,1238,11,5606,0,5,6
488,616,11,3690,0,6,7
33,1614,6,9869,0,6,7
92,482,10,7250,0,4,17
742,1592,11,7090,0,6,5
296,613,11,5407,0,3,10
1002,76,6,6728,0,4,100
618,1276,12,4459,0,2,4
195,1783,14,10357,0,6,7
1045,1788,10,3126,0,7,2
702,1447,9,6043,0,2,5
880,429,12,5752,0,6,16
866,1533,6,5740,0,6,5
741,1185,6,7065,0,5,7
939,1406,6,7131,0,3,6
929,327,6,7006,0,1,24
71,1374,13,0,1,6,0
836,353,11,7901,0,2,26
713,80,11,12335,0,6,173
1057,1228,11,9595,0,4,9
20,150,13,9741,0,4,73
390,1536,10,8826,0,6,7
809,1609,11,13473,0,5,10
703,1470,14,2730,0,5,3
332,618,12,5096,0,3,10
795,1112,9,5585,0,6,6
213,1253,9,9844,0,3,9
539,933,12,11456,0,3,14
619,153,12,2539,0,6,19
479,451,9,7074,0,6,18
367,598,6,4603,0,3,9
361,1916,14,5723,0,6,4
585,970,7,3522,0,6,5
1079,1792,10,6681,0,1,5
234,913,13,11734,0,6,15
380,300,10,11547,0,4,44
497,361,10,11199,0,1,35
377,1240,8,11225,0,1,11
1046,600,7,6669,0,4,13
78,1169,6,3518,0,5,4
323,108,13,7542,0,3,79
160,1347,10,6875,0,2,6
391,497,13,8544,0,5,20
854,1207,8,6971,0,6,7
10,1379,12,6374,0,5,6
796,1942,6,6230,0,4,4
520,557,11,3631,0,4,8
237,1243,5,5058,0,2,5
453,1892,5,6116,0,1,4
331,614,5,4202,0,6,8
708,883,9,2969,0,1,4
607,1220,5,1139,0,6,2
429,1226,11,5966,0,2,6
548,1288,7,3651,0,3,4
69,1268,7,7619,0,1,7
770,170,7,5763,0,3,38
723,1296,7,4718,0,3,5
747,1589,10,8189,0,5,6
68,424,6,7875,0,3,21
1044,1909,6,6837,0,4,5
37,695,8,6716,0,6,11
300,624,10,6197,0,6,12
1063,629,14,3543,0,6,7
448,1763,14,13413,0,1,9
546,1002,10,10729,0,5,12
688,1010,7,5577,0,4,7
649,471,9,3857,0,5,10
1082,461,12,7073,0,5,18
720,1894,8,6124,0,3,4
708,883,9,3138,0,1,4
1108,298,13,5137,0,5,20
698,771,11,16438,0,5,24
789,468,6,2654,0,6,7
543,203,5,1686,0,1,10
627,1425,6,5737,0,5,5
142,396,12,6100,0,5,18
557,911,13,3198,0,2,4
922,1478,11,7109,0,3,6
908,452,9,5560,0,3,14
826,1841,5,8320,0,2,6
475,1218,5,4313,0,3,4
65,1740,10,4159,0,5,3
837,1801,7,0,0,5,0
9,1723,9,5426,0,5,4
957,512,10,6045,0,3,14
450,1391,13,6694,0,1,6
623,1913,11,7144,0,3,5
1012,201,12,6916,0,3,39
191,1317,14,7618,0,5,7
1006,339,7,7199,0,3,24
880,429,12,5910,0,6,16
1059,492,9,8536,0,1,20
279,486,11,9054,0,4,21
609,1088,10,3865,0,3,4
857,339,5,7185,0,2,24
460,1094,11,3494,0,4,4
1083,1834,8,5472,0,5,4
798,665,14,12389,0,4,21
563,1394,11,4826,0,2,4
215,1954,14,8214,0,1,5
707,1615,10,5529,0,6,4
447,519,10,4495,0,6,10
1100,860,12,8852,0,2,12
304,1347,5,5642,0,2,5
841,372,7,2147,0,4,7
692,1295,8,5915,0,2,6
867,1308,8,6924,0,4,6
592,1602,13,3806,0,1,3
172,295,7,8193,0,2,32
799,490,12,10785,0,3,25
184,633,5,5177,0,1,10
1039,244,13,7495,0,6,35
589,1329,11,6473,0,1,6
497,361,10,12297,0,2,39
447,519,10,4465,0,1,10
293,294,14,7297,0,2,28
219,1742,9,3803,0,3,3
937,181,6,10208,0,2,64
709,1897,13,11751,0,2,7
212,196,12,5434,0,2,32
993,75,7,7053,0,5,106
354,1952,9,7426,0,5,5
647,396,12,5246,0,4,15
1110,1377,9,6072,0,2,5
325,1285,13,6652,0,3,6
1030,1270,6,3636,0,3,4
1077,410,5,3383,0,2,10
1094,813,13,3808,0,3,6
273,387,14,5912,0,4,18
110,1410,14,4391,0,4,4
566,418,8,6388,0,2,18
68,424,6,8904,0,1,24
1111,1269,11,7742,0,1,7
160,1347,10,6495,0,2,6
1056,1067,6,2019,0,2,3
100,271,10,6646,0,3,28
354,1952,9,10051,0,5,6
798,665,14,0,1,4,0
851,1394,11,4131,0,5,4
1060,415,9,0,1,5,0
619,153,12,6962,0,1,51
865,1226,14,5835,0,3,6
428,1558,10,5028,0,6,4
342,1539,9,8868,0,5,7
745,1323,7,6897,0,3,6
630,561,11,6424,0,1,13
459,1765,10,12007,0,2,8
557,911,13,3664,0,6,5
5,868,8,5076,0,3,7
833,1794,14,6756,0,1,5
1089,866,7,12066,0,2,16
848,402,13,4768,0,5,14
906,168,5,9148,0,6,61
655,986,9,8524,0,3,10
434,474,7,6758,0,2,16
809,1609,11,12377,0,2,9
954,1579,10,12222,0,1,9
751,401,7,3761,0,3,11
224,130,5,6785,0,6,59
908,452,9,2932,0,4,8
67,1161,10,8059,0,5,8
122,854,11,0,1,2,0
589,1329,11,7684,0,3,7
830,1160,7,10748,0,1,11
269,1248,9,5711,0,6,6
621,1930,11,7462,0,2,5
891,372,13,7113,0,6,22
365,1429,9,3561,0,2,3
506,821,10,9687,0,3,14
405,1486,5,2871,0,5,3
632,1952,5,6177,0,5,4
228,431,5,6472,0,4,17
908,452,9,3281,0,4,9
1038,963,9,7292,0,3,9
177,902,12,3450,0,1,5
847,669,5,11219,0,1,19
859,1110,8,6259,0,4,7
373,1417,12,0,1,4,0
986,1945,7,6711,0,5,4
551,865,6,8805,0,2,12
865,1226,14,10563,0,5,10
585,970,7,6504,0,2,8
327,1617,14,8400,0,5,6
186,1195,8,3839,0,6,4
385,1089,8,13691,0,1,15
127,546,12,3766,0,3,8
1053,1133,10,6235,0,6,7
1037,661,10,0,1,4,0
290,835,12,4029,0,6,6
719,459,9,7060,0,1,18
1098,479,13,5808,0,1,14
829,666,7,6651,0,2,12
84,744,14,15116,0,3,23
1071,1591,9,10330,0,5,8
36,369,8,7807,0,5,24
776,1063,11,5763,0,4,7
840,1825,7,4048,0,6,3
109,1903,13,8042,0,1,5
306,1985,10,4196,0,5,3
126,890,5,4712,0,4,6
701,1421,14,4545,0,2,4
919,1418,11,6229,0,5,5
531,340,9,5824,0,2,20
841,372,7,3571,0,5,11
943,869,6,9368,0,2,13
447,519,10,4459,0,4,10
937,181,6,7660,0,6,48
229,1477,9,12628,0,6,10
474,1529,6,9515,0,4,7
984,506,11,1428,0,4,4
345,861,6,4126,0,5,6
941,1050,12,3788,0,5,5
494,1890,9,5064,0,6,4
340,702,6,5561,0,4,9
990,1468,8,5085,0,1,4
618,1276,12,7759,0,6,7
162,1896,11,6078,0,6,4
592,1602,13,5204,0,3,4
387,245,10,16173,0,3,74
511,1666,14,4901,0,5,4
237,1243,5,4712,0,4,5
896,1119,14,9839,0,5,10
336,538,5,16649,0,3,35
598,655,8,6059,0,5,11
614,1422,10,5317,0,2,5
299,1634,9,3798,0,5,3
57,1031,13,10460,0,3,12
341,1951,12,4817,0,2,3
786,1584,12,3655,0,4,3
968,242,7,3716,0,6,18
302,1786,13,0,1,1,0
237,1243,5,4474,0,3,5
641,1359,9,9364,0,1,8
609,1088,10,4729,0,2,5
909,1117,10,9639,0,5,10
40,585,11,3605,0,5,7
131,510,14,5083,0,2,12
739,97,10,6933,0,2,81
850,1966,11,5689,0,5,4
237,1243,5,3935,0,5,4
633,665,6,6180,0,5,11
553,945,10,10321,0,6,13
